"quad","species","track_id","year","size_t0","recruit","survives","age","size_t1","logsize_t0","logsize_t1","logsize_t0_2","logsize_t0_3"
"gzgz_24","Buchloe dactyloides","BUCDAC_1997_1",2008,0.00306175169790417,NA,1,NA,0.00341203895748148,-5.78876807650953,-5.68044523163316,33.5098358436159,-193.980667980599
"gzgz_24","Buchloe dactyloides","BUCDAC_1997_1",2009,0.00341203895748148,NA,1,NA,0.00600701831281837,-5.68044523163316,-5.11482677453904,32.2674580295839,-183.293528101073
"gzgz_24","Buchloe dactyloides","BUCDAC_1997_1",2010,0.00600701831281837,NA,NA,NA,NA,-5.11482677453904,NA,26.1614529335415,-133.811299925321
"gzgz_24","Buchloe dactyloides","BUCDAC_1997_2",1997,0.0103899773223733,NA,1,NA,0.0160920828852869,-4.56691365651311,-4.12942787419403,20.8567003460459,-95.2507496401587
"gzgz_24","Buchloe dactyloides","BUCDAC_1997_2",1998,0.0160920828852869,NA,1,NA,0.0111309470863214,-4.12942787419403,-4.49802602420426,17.0521745681706,-70.4157249774264
"gzgz_24","Buchloe dactyloides","BUCDAC_1997_2",1999,0.0111309470863214,NA,1,NA,0.0086247172119348,-4.49802602420426,-4.75312310362427,20.2322381144188,-91.005133566553
"gzgz_24","Buchloe dactyloides","BUCDAC_1997_2",2000,0.0086247172119348,NA,1,NA,0.0282595920523288,-4.75312310362427,-3.56632233734556,22.5921792382068,-107.383409098341
"gzgz_24","Buchloe dactyloides","BUCDAC_1997_2",2001,0.0282595920523288,NA,1,NA,0.0514890599624405,-3.56632233734556,-2.96638592179223,12.7186550138499,-45.3588234768851
"gzgz_24","Buchloe dactyloides","BUCDAC_1997_2",2002,0.0514890599624405,NA,1,NA,0.00192923499932948,-2.96638592179223,-6.25063172804646,8.79944543700713,-26.1025510639168
"gzgz_24","Buchloe dactyloides","BUCDAC_1997_2",2003,0.00192923499932948,NA,1,NA,0.00455675459844938,-6.25063172804646,-5.39114461970862,39.070396999661,-244.214663113452
"gzgz_24","Buchloe dactyloides","BUCDAC_1997_2",2004,0.00455675459844938,NA,1,NA,0.00527289516328084,-5.39114461970862,-5.24517570042913,29.0644403106132,-156.690601005404
"gzgz_24","Buchloe dactyloides","BUCDAC_1997_2",2005,0.00527289516328084,NA,0,NA,NA,-5.24517570042913,NA,27.5118681283722,-144.304582180348
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_1",1998,0.00526257311878464,1,1,0,0.00319666130638166,-5.24713518576429,-5.74564835559207,27.5324276576857,-144.466369912152
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_1",2000,0.00319666130638166,0,1,1,0.00173928869014055,-5.74564835559207,-6.35427904810649,33.0124750261179,-189.678072847839
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_1",2001,0.00173928869014055,0,1,2,0.0249626339387104,-6.35427904810649,-3.69037521465779,40.3768622212052,-256.565849640487
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_1",2002,0.0249626339387104,0,1,3,0.000499906282683358,-3.69037521465779,-7.60108991174343,13.6188692249605,-50.2587374394599
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_1",2003,0.000499906282683358,0,1,4,0.00140504258629378,-7.60108991174343,-6.5676876661264,57.7765678464078,-439.16488699249
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_1",2004,0.00140504258629378,0,1,5,2.49999999999996e-05,-6.5676876661264,-10.5966347330961,43.1345212797888,-283.294063393536
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_1",2005,2.49999999999996e-05,0,0,6,NA,-10.5966347330961,NA,112.288667666658,-1189.8819959296
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_10",1998,0.00229425702813176,1,1,0,0.00116227196138403,-6.07734622290196,-6.75737860199539,36.9341371130207,-224.46153867996
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_10",1999,0.00116227196138403,0,1,1,0.00105462018960939,-6.75737860199539,-6.85457458672213,45.6621655707052,-308.556540548254
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_10",2000,0.00105462018960939,0,0,2,NA,-6.85457458672213,NA,46.9851927649369,-322.063508278777
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_11",1998,0.000203509976698035,1,0,0,NA,-8.49979552874017,NA,72.2465240303913,-614.080681920539
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_12",1998,0.00363500731555239,1,1,0,0.00356097203241934,-5.61714415546707,-5.63772172857318,31.5523084632979,-177.233865076108
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_12",1999,0.00356097203241934,0,1,1,0.00636290891052308,-5.63772172857318,-5.05726963032616,31.7839062888262,-179.188819103449
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_12",2001,0.00636290891052308,0,1,2,0.000886378194048382,-5.05726963032616,-7.02836684285104,25.5759761138193,-129.344607266365
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_12",2002,0.000886378194048382,0,1,3,0.00212727748581811,-7.02836684285104,-6.15291229249631,49.3979404776879,-347.186846958511
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_12",2003,0.00212727748581811,0,1,4,0.00057213005553472,-6.15291229249631,-7.46614422261313,37.8583296791522,-232.938982056233
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_12",2004,0.00057213005553472,0,1,5,7.49999999999987e-05,-7.46614422261313,-9.49802244442798,55.7433095528595,-416.187588567417
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_12",2005,7.49999999999987e-05,0,0,6,NA,-9.49802244442798,NA,90.2124303548577,-856.839688276834
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_2",1998,0.00364005971830274,1,1,0,0.000739597155898022,-5.61575519134094,-7.20940490391838,31.5367063690727,-177.102422509915
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_2",2000,0.000739597155898022,0,1,1,0.00144765073289683,-7.20940490391838,-6.53781322067656,51.9755190686423,-374.712562057173
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_2",2001,0.00144765073289683,0,1,2,2.4999999999999e-05,-6.53781322067656,-10.5966347330961,42.7430017084531,-279.445761660926
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_2",2003,2.4999999999999e-05,0,1,3,2.4999999999999e-05,-10.5966347330961,-10.5966347330961,112.288667666659,-1189.8819959296
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_2",2005,2.4999999999999e-05,0,0,4,NA,-10.5966347330961,NA,112.288667666659,-1189.8819959296
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_3",1998,0.0119592123588384,1,1,0,7.49999999999984e-05,-4.42625338891269,-9.49802244442798,19.591719062861,-86.717912896614
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_3",1999,7.49999999999984e-05,0,1,1,0.00977284707346725,-9.49802244442798,-4.62814744560756,90.2124303548578,-856.839688276835
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_3",2000,0.00977284707346725,0,1,2,0.00923126899562458,-4.62814744560756,-4.68515875393455,21.4197487782838,-99.1337555937696
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_3",2001,0.00923126899562458,0,1,3,0.000224242542812031,-4.68515875393455,-8.40278231148228,21.9507125495695,-102.842573056716
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_3",2003,0.000224242542812031,0,0,4,NA,-8.40278231148228,NA,70.6067505741595,-593.293154795789
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_4",1998,0.0111683294645724,1,1,0,0.00835113016392392,-4.49467323262968,-4.78535840030529,20.2020874681177,-90.8017817861921
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_4",2000,0.00835113016392392,0,1,1,0.01271358745573,-4.78535840030529,-4.36508397902568,22.8996550193724,-109.583056511047
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_4",2001,0.01271358745573,0,1,2,0.000811573793227169,-4.36508397902568,-7.11653524079126,19.0539581439466,-83.1721274311672
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_4",2003,0.000811573793227169,0,1,3,0.000481760013720725,-7.11653524079126,-7.63806446475043,50.645073833424,-360.417452708037
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_4",2004,0.000481760013720725,0,1,4,0.000679260001455019,-7.63806446475043,-7.29450658550414,58.3400287676833,-445.60490060296
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_4",2005,0.000679260001455019,0,0,5,NA,-7.29450658550414,NA,53.2098263259632,-388.13942854827
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_5",1998,0.000757349069559075,1,1,0,0.000760588088802414,-7.18568628854012,-7.18141862285777,51.6340874373135,-371.026354119586
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_5",2000,0.000760588088802414,0,1,1,0.00153794935483422,-7.18141862285777,-6.47730533767739,51.5727734367284,-370.365675590946
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_5",2001,0.00153794935483422,0,1,2,0.000600212138408624,-6.47730533767739,-7.41822740122278,41.955484437504,-271.758483291886
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_5",2002,0.000600212138408624,0,1,3,0.000714227505061523,-7.41822740122278,-7.24430901183795,55.0300977762525,-408.225779215765
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_5",2003,0.000714227505061523,0,1,4,0.000578010052986228,-7.24430901183795,-7.45591929673341,52.4800130589965,-380.181431544661
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_5",2004,0.000578010052986228,0,1,5,0.00196687000878974,-7.45591929673341,-6.23131182778353,55.5907325594016,-414.480015609189
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_5",2006,0.00196687000878974,0,1,6,0.00176527848717883,-6.23131182778353,-6.33944681793917,38.8292470950749,-241.957146687469
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_5",2008,0.00176527848717883,0,1,7,0.000749144162386659,-6.33944681793917,-7.19657911982123,40.1885859574791,-254.773403365615
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_5",2010,0.000749144162386659,0,NA,8,NA,-7.19657911982123,NA,51.7907510278469,-372.716237446862
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_6",1998,0.00562526215449716,1,1,0,0.00917913441069526,-5.1804877267337,-4.69082236956933,26.8374530868385,-139.031096333159
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_6",1999,0.00917913441069526,0,1,1,0.0065098968639125,-4.69082236956933,-5.03443166560413,22.003814502852,-103.215985285832
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_6",2000,0.0065098968639125,0,1,2,0.00852793857413105,-5.03443166560413,-4.76440761443039,25.3455021956376,-127.600198834357
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_6",2001,0.00852793857413105,0,1,3,0.00902045683124,-4.76440761443039,-4.70826029971116,22.6995799164422,-108.150051398268
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_6",2002,0.00902045683124,0,1,4,0.000386772484701091,-4.70826029971116,-7.85767393264164,22.1677150498362,-104.371372704453
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_6",2003,0.000386772484701091,0,0,5,NA,-7.85767393264164,NA,61.7430396317159,-485.156673036194
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_7",1998,0.00328220030007953,1,1,0,9.78604797508082e-05,-5.71924125829241,-9.23196776969545,32.7097205705542,-187.074783434329
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_7",1999,9.78604797508082e-05,0,1,1,0.000524723913262861,-9.23196776969545,-7.55263831319508,85.2292289006955,-786.833494247217
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_7",2001,0.000524723913262861,0,1,2,0.00168869251803857,-7.55263831319508,-6.38380070744027,57.0423454899423,-430.820204021849
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_7",2003,0.00168869251803857,0,1,3,0.002999090142217,-6.38380070744027,-5.80944632224217,40.7529114723149,-260.158465087214
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_7",2005,0.002999090142217,0,0,4,NA,-5.80944632224217,NA,33.7496665710131,-196.066876337872
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_8",1998,0.0114879123004704,1,1,0,0.0116035018652226,-4.46645990071739,-4.45644834149492,19.9492640447164,-89.1025879045488
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_8",1999,0.0116035018652226,0,1,1,0.0178666388522909,-4.45644834149492,-4.02482005634946,19.8599318204129,-88.5047602232811
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_8",2001,0.0178666388522909,0,1,2,0.0187634552985201,-4.02482005634946,-3.97584416800783,16.1991764859929,-65.1987704171689
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_8",2002,0.0187634552985201,0,1,3,0.00974417729018314,-3.97584416800783,-4.63108537337479,15.8073368482819,-62.8475080199769
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_8",2003,0.00974417729018314,0,1,4,0.00225208000674647,-4.63108537337479,-6.09590104236131,21.4469517354859,-99.3226644856838
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_8",2004,0.00225208000674647,0,1,5,0.00144373495332588,-6.09590104236131,-6.54052180568727,37.1600095182617,-226.523740756527
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_8",2005,0.00144373495332588,0,0,6,NA,-6.54052180568727,NA,42.7784254906706,-279.793224734699
"gzgz_24","Buchloe dactyloides","BUCDAC_1998_9",1998,0.00633105747330924,1,0,0,NA,-5.06228799938376,NA,25.6267597887048,-129.730038541451
"gzgz_24","Buchloe dactyloides","BUCDAC_2000_1",2000,0.000847970444326233,1,0,0,NA,-7.07266477616864,NA,50.0225870360566,-353.792989342748
"gzgz_24","Buchloe dactyloides","BUCDAC_2000_2",2000,0.00067713706051336,1,0,0,NA,-7.29763685279041,NA,53.2555036352048,-388.639325942184
"gzgz_24","Buchloe dactyloides","BUCDAC_2000_3",2000,2.49999999999994e-05,1,0,0,NA,-10.5966347330961,NA,112.288667666659,-1189.8819959296
"gzgz_24","Buchloe dactyloides","BUCDAC_2000_4",2000,2.49999999999995e-05,1,0,0,NA,-10.5966347330961,NA,112.288667666658,-1189.8819959296
"gzgz_24","Buchloe dactyloides","BUCDAC_2000_5",2000,2.49999999999994e-05,1,0,0,NA,-10.5966347330961,NA,112.288667666659,-1189.8819959296
"gzgz_24","Buchloe dactyloides","BUCDAC_2000_6",2000,2.49999999999994e-05,1,0,0,NA,-10.5966347330961,NA,112.288667666659,-1189.8819959296
"gzgz_24","Buchloe dactyloides","BUCDAC_2001_1",2001,0.000215668415258616,1,0,0,NA,-8.44176844431915,NA,71.2634544675025,-601.589581156937
"gzgz_24","Buchloe dactyloides","BUCDAC_2001_2",2001,0.000907891876104044,1,0,0,NA,-7.00438526563404,NA,49.0614129494312,-343.645037974183
"gzgz_24","Buchloe dactyloides","BUCDAC_2001_3",2001,0.000141313563225816,1,0,0,NA,-8.86452928402115,NA,78.5798794272685,-696.573642317873
"gzgz_24","Buchloe dactyloides","BUCDAC_2002_1",2002,0.000748873470758463,1,0,0,NA,-7.19694051961406,NA,51.7959528428627,-372.772391766818
"gzgz_24","Buchloe dactyloides","BUCDAC_2003_1",2003,0.000855217497476104,1,1,0,0.00493879485928062,-7.0641547383644,-5.31063393315553,49.9022821675562,-352.517443029139
"gzgz_24","Buchloe dactyloides","BUCDAC_2003_1",2005,0.00493879485928062,0,0,1,NA,-5.31063393315553,NA,28.2028327719829,-149.774920730003
"gzgz_24","Buchloe dactyloides","BUCDAC_2003_2",2003,0.000213710006397047,1,1,0,2.4999999999999e-05,-8.45089057222887,-10.5966347330961,71.4175514637868,-603.541912356986
"gzgz_24","Buchloe dactyloides","BUCDAC_2003_2",2005,2.4999999999999e-05,0,0,1,NA,-10.5966347330961,NA,112.288667666659,-1189.8819959296
"gzgz_24","Buchloe dactyloides","BUCDAC_2003_3",2003,2.49999999999998e-05,1,1,0,2.49999999999998e-05,-10.5966347330961,-10.5966347330961,112.288667666658,-1189.88199592959
"gzgz_24","Buchloe dactyloides","BUCDAC_2003_3",2005,2.49999999999998e-05,0,0,1,NA,-10.5966347330961,NA,112.288667666658,-1189.88199592959
"gzgz_24","Buchloe dactyloides","BUCDAC_2003_4",2003,2.49999999999998e-05,1,0,0,NA,-10.5966347330961,NA,112.288667666658,-1189.88199592959
"gzgz_24","Buchloe dactyloides","BUCDAC_2004_1",2004,0.000723160004259659,1,1,0,0.00100045505817809,-7.23188005426012,-6.90730032431162,52.3000891192053,-378.227971337208
"gzgz_24","Buchloe dactyloides","BUCDAC_2004_1",2005,0.00100045505817809,0,0,1,NA,-6.90730032431162,NA,47.7107977702354,-329.552808911513
"gzgz_24","Buchloe dactyloides","BUCDAC_2004_2",2004,0.00111446988923008,1,1,0,0.000124999999999997,-6.79937642279352,-8.98719682066199,46.2315197388404,-314.345505302184
"gzgz_24","Buchloe dactyloides","BUCDAC_2004_2",2005,0.000124999999999997,0,0,1,NA,-8.98719682066199,NA,80.769706693317,-725.89325119998
"gzgz_24","Buchloe dactyloides","BUCDAC_2005_1",2005,0.000993000032226803,1,0,0,NA,-6.91477986146512,NA,47.8141805325236,-330.624532638752
"gzgz_24","Buchloe dactyloides","BUCDAC_2005_10",2005,2.4999999999999e-05,1,0,0,NA,-10.5966347330961,NA,112.288667666659,-1189.8819959296
"gzgz_24","Buchloe dactyloides","BUCDAC_2005_11",2005,2.4999999999999e-05,1,0,0,NA,-10.5966347330961,NA,112.288667666659,-1189.8819959296
"gzgz_24","Buchloe dactyloides","BUCDAC_2005_12",2005,2.49999999999994e-05,1,0,0,NA,-10.5966347330961,NA,112.288667666659,-1189.8819959296
"gzgz_24","Buchloe dactyloides","BUCDAC_2005_2",2005,0.000834339949925119,1,0,0,NA,-7.08886962483838,NA,50.2520725579563,-356.230390741271
"gzgz_24","Buchloe dactyloides","BUCDAC_2005_3",2005,0.000900034921798733,1,1,0,0.00309055009296235,-7.01307699339415,-5.7794061803044,49.1832489152743,-344.925911428088
"gzgz_24","Buchloe dactyloides","BUCDAC_2005_3",2006,0.00309055009296235,0,1,1,0.00160523701569239,-5.7794061803044,-6.4344838599742,33.4015357969406,-193.041042416497
"gzgz_24","Buchloe dactyloides","BUCDAC_2005_3",2008,0.00160523701569239,0,1,2,0.00107431662495339,-6.4344838599742,-6.83607051726175,41.4025825442685,-266.404249142345
"gzgz_24","Buchloe dactyloides","BUCDAC_2005_3",2009,0.00107431662495339,0,1,3,0.00252322738348349,-6.83607051726175,-5.98221648913387,46.7318601169754,-319.462291162456
"gzgz_24","Buchloe dactyloides","BUCDAC_2005_3",2010,0.00252322738348349,0,NA,4,NA,-5.98221648913387,NA,35.7869141228651,-214.085067761022
"gzgz_24","Buchloe dactyloides","BUCDAC_2005_4",2005,0.000716370016572503,1,0,0,NA,-7.24131374156745,NA,52.4366247038135,-379.71005102914
"gzgz_24","Buchloe dactyloides","BUCDAC_2005_5",2005,2.49999999999994e-05,1,0,0,NA,-10.5966347330961,NA,112.288667666659,-1189.8819959296
"gzgz_24","Buchloe dactyloides","BUCDAC_2005_6",2005,2.50000000000001e-05,1,0,0,NA,-10.5966347330961,NA,112.288667666658,-1189.88199592959
"gzgz_24","Buchloe dactyloides","BUCDAC_2005_7",2005,2.4999999999999e-05,1,0,0,NA,-10.5966347330961,NA,112.288667666659,-1189.8819959296
"gzgz_24","Buchloe dactyloides","BUCDAC_2005_8",2005,2.4999999999999e-05,1,0,0,NA,-10.5966347330961,NA,112.288667666659,-1189.8819959296
"gzgz_24","Buchloe dactyloides","BUCDAC_2005_9",2005,2.4999999999999e-05,1,0,0,NA,-10.5966347330961,NA,112.288667666659,-1189.8819959296
"gzgz_24","Buchloe dactyloides","BUCDAC_2008_1",2008,0.0017144554235177,1,1,0,0.00124874380620681,-6.36865978609734,-6.68561718800836,40.5598274710535,-258.311742145944
"gzgz_24","Buchloe dactyloides","BUCDAC_2008_1",2010,0.00124874380620681,0,NA,1,NA,-6.68561718800836,NA,44.6974771845927,-298.830221725925
"gzgz_24","Buchloe dactyloides","BUCDAC_2008_2",2008,0.00290530610721396,1,1,0,0.00556277976240338,-5.84121652169463,-5.19165733838985,34.1198104533184,-199.301200537012
"gzgz_24","Buchloe dactyloides","BUCDAC_2008_2",2009,0.00556277976240338,0,1,1,0.0144821473548127,-5.19165733838985,-4.23483860503533,26.9533059192571,-139.932328469578
"gzgz_24","Buchloe dactyloides","BUCDAC_2008_2",2010,0.0144821473548127,0,NA,2,NA,-4.23483860503533,NA,17.9338580106975,-75.946994240924
"gzgz_24","Buchloe dactyloides","BUCDAC_2008_3",2008,0.00266591590646881,1,1,0,0.00722255903223656,-5.92720760068305,-4.93054595227735,35.1317899415949,-208.233412367421
"gzgz_24","Buchloe dactyloides","BUCDAC_2008_3",2009,0.00722255903223656,0,1,1,0.00474297333470059,-4.93054595227735,-5.35109105413484,24.3102833875186,-119.862969355045
"gzgz_24","Buchloe dactyloides","BUCDAC_2008_3",2010,0.00474297333470059,0,NA,2,NA,-5.35109105413484,NA,28.6341754696419,-153.224080198128
"gzgz_24","Buchloe dactyloides","BUCDAC_2008_4",2008,0.000894736555893504,1,1,0,0.000798809884638573,-7.01898123397614,-7.13238758213942,49.2660975629093,-345.797814265298
"gzgz_24","Buchloe dactyloides","BUCDAC_2008_4",2010,0.000798809884638573,0,NA,1,NA,-7.13238758213942,NA,50.8709526218566,-362.831350771733
"gzgz_24","Buchloe dactyloides","BUCDAC_2008_5",2008,0.00113197844945278,1,1,0,0.00184818499937656,-6.78378833696824,-6.29355120288535,46.0197842007863,-312.18847533109
"gzgz_24","Buchloe dactyloides","BUCDAC_2008_5",2009,0.00184818499937656,0,1,1,0.00108160960423907,-6.29355120288535,-6.8293049730561,39.6087867433397,-249.279927453375
"gzgz_24","Buchloe dactyloides","BUCDAC_2008_5",2010,0.00108160960423907,0,NA,2,NA,-6.8293049730561,NA,46.6394064150087,-318.514730170403
"gzgz_24","Buchloe dactyloides","BUCDAC_2008_6",2008,0.00071962698545712,1,1,0,0.00766899219289261,-7.23677755595579,-4.87057006820846,52.3709493943854,-378.996911161384
"gzgz_24","Buchloe dactyloides","BUCDAC_2008_6",2009,0.00766899219289261,0,1,1,0.0396477757164831,-4.87057006820846,-3.22772043041977,23.7224527893282,-115.54186850019
"gzgz_24","Buchloe dactyloides","BUCDAC_2008_6",2010,0.0396477757164831,0,NA,2,NA,-3.22772043041977,NA,10.4181791769492,-33.6269697772127
"gzgz_24","Buchloe dactyloides","BUCDAC_2008_7",2008,0.000244526251304528,1,1,0,0.00447023788992755,-8.31618788751412,-5.41031365254959,69.1589809804366,-575.139079942326
"gzgz_24","Buchloe dactyloides","BUCDAC_2008_7",2009,0.00447023788992755,0,NA,1,NA,-5.41031365254959,NA,29.2714938189645,-158.367962639264
"gzgz_24","Buchloe dactyloides","BUCDAC_2009_1",2009,0.000639425987024567,1,1,0,0.00570369495586946,-7.35493967933589,-5.16664107628521,54.0951376866696,-397.866474630824
"gzgz_24","Buchloe dactyloides","BUCDAC_2009_1",2010,0.00570369495586946,0,NA,1,NA,-5.16664107628521,NA,26.6941800111576,-137.919246943399
"gzgz_24","Buchloe dactyloides","BUCDAC_2009_10",2009,0.00166449705235629,1,1,0,0.00142273076401607,-6.39823227183915,-6.55517718085635,40.9373762044039,-261.926841555437
"gzgz_24","Buchloe dactyloides","BUCDAC_2009_10",2010,0.00142273076401607,0,NA,1,NA,-6.55517718085635,NA,42.9703478724198,-281.678243826745
"gzgz_24","Buchloe dactyloides","BUCDAC_2009_11",2009,0.00716292303880831,1,1,0,0.00535086075620352,-4.93883713567554,-5.23049784200547,24.3921122527278,-120.468669811339
"gzgz_24","Buchloe dactyloides","BUCDAC_2009_11",2010,0.00535086075620352,0,NA,1,NA,-5.23049784200547,NA,27.3581076752239,-143.096523156612
"gzgz_24","Buchloe dactyloides","BUCDAC_2009_12",2009,0.00175191599247822,1,NA,0,NA,-6.34704523711628,NA,40.2849832420005,-255.690611013449
"gzgz_24","Buchloe dactyloides","BUCDAC_2009_13",2009,0.00154221612341837,1,NA,0,NA,-6.47453485580333,NA,41.9196015990123,-271.409921694194
"gzgz_24","Buchloe dactyloides","BUCDAC_2009_14",2009,0.00553065816844283,1,1,0,2.49999999999996e-05,-5.19744845272835,-10.5966347330961,27.0134704187684,-140.401120030851
"gzgz_24","Buchloe dactyloides","BUCDAC_2009_14",2010,2.49999999999996e-05,0,NA,1,NA,-10.5966347330961,NA,112.288667666658,-1189.8819959296
"gzgz_24","Buchloe dactyloides","BUCDAC_2009_15",2009,0.0059957965197673,1,1,0,0.00285700787442776,-5.11669663531374,-5.85798039954978,26.1805844578309,-133.958108405931
"gzgz_24","Buchloe dactyloides","BUCDAC_2009_15",2010,0.00285700787442776,0,NA,1,NA,-5.85798039954978,NA,34.3159343615093,-201.022070881958
